candidate_id,title,arxiv_id,source,full_text_path,acquisition_status,full_text_decision,inclusion_group,exact_criterion,evidence_location,decision_rationale,duplicate_or_companion,screening_reviewer,screening_date
ARXIV-0002,TrustChain-Review: A Risk-Adaptive Blockchain and Game-Theoretic Framework for Trustworthy AI-Assisted Code Review,2607.27310v1,arXiv,papers/candidates/pdfs/ARXIV-0002_2607.27310.pdf,downloaded_valid_pdf,include,supporting,Supporting inclusion: human-AI review workflow and operational-cost evidence.,Abstract; Sections 1 and 3.,"Evaluates a risk-adaptive governance simulation for AI-assisted code review, including trust/detection outcomes and governance cost. It does not evaluate generated review comments directly, so it is supporting evidence only.",,Codex,2026-08-02
ARXIV-0003,Rethinking Training Data for Generating Code Review Comments,2607.25851v1,arXiv,papers/candidates/pdfs/ARXIV-0003_2607.25851.pdf,downloaded_valid_pdf,include,core,Core inclusion: generated review comments and dataset/context validity.,Abstract; Sections 1 and 2.,"Empirically analyses diff-comment training pairs for automated review-comment generation and derives a taxonomy covering semantic ambiguity, lack of actionability, and context dependence.",,Codex,2026-08-02
ARXIV-0004,ALIBI: Adaptive Agentic Attacks on LLM-Based Vulnerability Detectors via Adversarial Code Comments,2607.24964v1,arXiv,papers/candidates/pdfs/ARXIV-0004_2607.24964.pdf,downloaded_valid_pdf,include,supporting,Supporting inclusion: closely related security/static-analysis setting with a review-feedback connection.,Abstract; Sections 1 and 2.,Demonstrates that adversarial natural-language source comments can mislead LLM vulnerability reviewers and evaluates defenses. Its artifact is a security detector rather than generated review comments.,,Codex,2026-08-02
ARXIV-0005,Evaluating the Impact of Explainable AI on Trust in AI-Assisted Code Review,2607.24601v1,arXiv,papers/candidates/pdfs/ARXIV-0005_2607.24601.pdf,downloaded_valid_pdf,include,core,Core inclusion: AI-assisted code review and reviewer trust/usefulness evaluation.,Abstract; Sections 1 and 3.,"Within-subject user study directly evaluates explanation level, trust, agreement with AI review recommendations, and review time for AI-assisted code review.",,Codex,2026-08-02
ARXIV-0007,Cross-Model LLM Code Review: Should you use Claude to review Codex or vice versa?,2607.21656v1,arXiv,papers/candidates/pdfs/ARXIV-0007_2607.21656.pdf,downloaded_valid_pdf,include,supporting,Supporting inclusion: human-AI review workflow and operational-cost evidence.,Abstract; Sections 1 and 2.,"Controlled writer-reviewer experiment reports correctness, reviewer fixes and regressions, cost, and latency. The reviewer rewrites code rather than producing a review-comment artifact, so it is supporting workflow evidence.",,Codex,2026-08-02
ARXIV-0009,"Agentic Code Review in the Terminal: A Trajectory-Level Analysis of Behavior, Cost, and Human-Alignment",2607.16740v1,arXiv,papers/candidates/pdfs/ARXIV-0009_2607.16740.pdf,downloaded_valid_pdf,include,core,Core inclusion: LLM-based code review and trade-off-aware evaluation.,Abstract; Sections 1 and 2.,"Empirically evaluates terminal-based agentic reviewers using a human-verified review dataset, review precision, repository-grounded trajectories, human alignment, and operational cost.",,Codex,2026-08-02
ARXIV-0104,AgenticSCR: An Autonomous Agentic Secure Code Review for Immature Vulnerabilities Detection,2601.19138v1,arXiv,papers/candidates/pdfs/ARXIV-0104_2601.19138.pdf,downloaded_valid_pdf,include,core,Core inclusion: directly evaluates an autonomous secure code-review agent and context/tool-use intervention.,Abstract; Sections 1–7; Tables 1–8.,Evaluates agentic navigation, security memory, localization, detection, and explanation for immature vulnerabilities in pre-commit review. It directly informs security failure categories, context quality, agentic mitigation, and precision/recall trade-offs.,,Codex,2026-08-04
ARXIV-0106,Reducing False Positives in Static Bug Detection with LLMs: An Empirical Study in Industry,2601.18844v1,arXiv,papers/candidates/pdfs/ARXIV-0106_2601.18844.pdf,downloaded_valid_pdf,include,supporting,Supporting inclusion: industrial evidence on LLM-based warning triage, false-positive reduction, and review cost.,Abstract; Sections 1–6; Tables 1–7.,Studies 433 enterprise static-analysis alarms with developer interviews and LLM/hybrid reduction techniques, reporting false-positive reduction, recall, latency, and cost. It is not generated-comment review, so transfer is bounded to warning triage and operational trade-offs.,,Codex,2026-08-04
ARXIV-0107,LLM-Based Repair of C++ Implicit Data Loss Compiler Warnings: An Industrial Case Study,2601.14936v1,arXiv,papers/candidates/pdfs/ARXIV-0107_2601.14936.pdf,downloaded_valid_pdf,include,supporting,Supporting inclusion: industrial LLM intervention integrated with human code-review acceptance and context retrieval.,Abstract; Sections 1–6; Tables 1–6.,Uses LSP and Tree-sitter context to generate warning repairs and evaluates human acceptance, performance overhead, and comparison with baseline and human solutions. It concerns automated repair rather than review comments, so evidence is supporting.,,Codex,2026-08-04
ARXIV-0108,Tokenomics: Quantifying Where Tokens Are Used in Agentic Software Engineering,2601.14470v1,arXiv,papers/candidates/pdfs/ARXIV-0108_2601.14470.pdf,downloaded_valid_pdf,include,supporting,Supporting inclusion: operational token-cost analysis with code-review as an SDLC stage.,Abstract; Sections 1–5; Tables 1–4.,Analyzes execution traces from 30 multi-agent software tasks and maps token consumption across design, coding, review, and testing. It supports cost instrumentation and trade-off reporting, not review-comment quality directly.,,Codex,2026-08-04
ARXIV-0112,Sphinx: Benchmarking and Modeling for LLM-Driven Pull Request Review,2601.04252v1,arXiv,papers/candidates/pdfs/ARXIV-0112_2601.04252.pdf,downloaded_valid_pdf,include,core,Core inclusion: direct framework benchmark and training method for LLM-driven pull-request review.,Abstract; Sections 1–7; Tables 1–8.,Introduces grounded data generation, checklist evaluation, and reward optimization for review comments, informing coverage precision actionability and context validity.,,Codex,2026-08-04
ARXIV-0120,"Engagement in Code Review: Emotional, Behavioral, and Cognitive Dimensions in Peer vs. LLM Interactions",2512.05309v1,arXiv,papers/candidates/pdfs/ARXIV-0120_2512.05309.pdf,downloaded_valid_pdf,include,supporting,Supporting inclusion: human-AI code-review workflow engagement and reviewer-burden evidence.,Abstract; Sections 1–6.,Qualitative study with 20 engineers compares peer and ChatGPT-assisted review, identifying tone scope actionability and cognitive load as adoption factors. It supports workflow and escalation interpretation.,,Codex,2026-08-04
ARXIV-0122,AILINKPREVIEWER: Enhancing Code Reviews with LLM-Powered Link Previews,2511.09223v1,arXiv,papers/candidates/pdfs/ARXIV-0122_2511.09223.pdf,downloaded_valid_pdf,include,core,Core inclusion: directly evaluates LLM context augmentation for code-review workflows.,Abstract; Sections I–VI; Tables 1–5.,Compares contextual non-contextual and metadata-based link previews, reporting metric–usability divergence in a seven-person study and informing context-quality trade-offs.,,Codex,2026-08-04
ARXIV-0124,When More Retrieval Hurts: Retrieval-Augmented Code Review Generation,2511.05302v2,arXiv,papers/candidates/pdfs/ARXIV-0124_2511.05302.pdf,downloaded_valid_pdf,include,core,Core inclusion: directly evaluates retrieval augmentation for generated code-review comments.,Abstract; Sections 1–7; Tables 1–8.,Evaluates retrieved historical reviews as in-context examples and studies retrieval relevance quantity and generation outcomes, directly supporting context-quality and mitigation analysis.,,Codex,2026-08-04
ARXIV-0126,Issue-Oriented Agent-Based Framework for Automated Review Comment Generation,2511.00517v1,arXiv,papers/candidates/pdfs/ARXIV-0126_2511.00517.pdf,downloaded_valid_pdf,include,core,Core inclusion: direct agent-based generation and evaluation of automated review comments.,Abstract; Sections 1–7; Tables 1–8.,RevAgent separates issue-specific generation discrimination and training agents and reports text metrics category accuracy human judgments and efficiency, informing taxonomy actionability and cost trade-offs.,,Codex,2026-08-04
ARXIV-0128,SecureReviewer: Enhancing Large Language Models for Secure Code Review through Secure-aware Fine-tuning,2510.26457v1,arXiv,papers/candidates/pdfs/ARXIV-0128_2510.26457.pdf,downloaded_valid_pdf,include,core,Core inclusion: direct secure-review comment generation with fine-tuning retrieval grounding and a domain metric.,Abstract; Sections 1–7; Tables 1–8.,Constructs a security-review dataset applies secure-aware fine-tuning and RAG and proposes SecureBLEU, informing security taxonomy hallucination mitigation and evaluation validity.,,Codex,2026-08-04
ARXIV-0131,Enhancing Code Review through Fuzzing and Likely Invariants,2510.15512v1,arXiv,papers/candidates/pdfs/ARXIV-0131_2510.15512.pdf,downloaded_valid_pdf,include,supporting,Supporting inclusion: dynamic-analysis intervention augmenting code-review coverage and validation.,Abstract; Sections 1–6.,Uses fuzzing-derived likely invariants to surface behavioral differences during review and reports regression and vulnerability detection with fewer false alarms than SAST, informing verification and coverage.,,Codex,2026-08-04
ARXIV-0133,Grounded AI for Code Review: Resource-Efficient Large-Model Serving in Enterprise Pipelines,2510.10290v1,arXiv,papers/candidates/pdfs/ARXIV-0133_2510.10290.pdf,downloaded_valid_pdf,include,core,Core inclusion: production-oriented grounded AI code-review pipeline with cost latency and workflow evidence.,Abstract; Sections 1–6; Tables 1–5.,Combines static-analysis findings AST-guided context quantized serving and caching to generate explanations and remediation guidance, reporting latency violation outcomes cost and directional user feedback.,,Codex,2026-08-04
ARXIV-0135,What Types of Code Review Comments Do Developers Most Frequently Resolve?,2510.05450v1,arXiv,papers/candidates/pdfs/ARXIV-0135_2510.05450.pdf,downloaded_valid_pdf,include,core,Core inclusion: directly studies actionability and developer resolution of human and LLM-generated review comments.,Abstract; Sections I–VI; Tables 1–8.,Uses a five-category taxonomy and LLM-as-a-Judge classification to analyze comment types and resolution rates. It directly informs actionability, usefulness, evaluator validity, and human–LLM complementarity.,,Codex,2026-08-04
ARXIV-0136,RevMine: An LLM-Assisted Tool for Code Review Mining and Analysis Across Git Platforms,2510.04796v1,arXiv,papers/candidates/pdfs/ARXIV-0136_2510.04796.pdf,downloaded_valid_pdf,include,supporting,Supporting inclusion: methodological infrastructure for empirical code-review mining and analysis.,Abstract; Sections I–V.,Presents a conceptual LLM-assisted tool for collecting and analyzing review data across Git platforms. It supports reproducible evidence extraction but does not empirically evaluate generated review comments.,,Codex,2026-08-04
ARXIV-0138,Automatic Building Code Review: A Case Study,2510.02634v1,arXiv,papers/candidates/pdfs/ARXIV-0138_2510.02634.pdf,downloaded_valid_pdf,exclude,,,Abstract; Sections 1–3.,The study concerns regulatory review of building designs and BIM artifacts rather than software code review or software-engineering review comments. Its RAG/MCP methods are not sufficiently transferable for this focused corpus.,,Codex,2026-08-04
ARXIV-0139,Towards Verified Code Reasoning by LLMs,2509.26546v2,arXiv,papers/candidates/pdfs/ARXIV-0139_2509.26546.pdf,downloaded_valid_pdf,include,supporting,Supporting inclusion: formal verification of LLM code reasoning relevant to grounded review claims.,Abstract; Sections 1–6; Tables 1–4.,Verifies reasoning steps for uninitialized-variable and program-equivalence questions, catching incorrect judgments in a small benchmark. It informs verification and human-escalation design but is not a review-comment experiment.,,Codex,2026-08-04
ARXIV-0140,Fine-Tuning LLMs to Analyze Multiple Dimensions of Code Review: A Maximum Entropy Regulated Long Chain-of-Thought Approach,2509.21170v1,arXiv,papers/candidates/pdfs/ARXIV-0140_2509.21170.pdf,downloaded_valid_pdf,include,core,Core inclusion: direct fine-tuning intervention for multidimensional automated code review.,Abstract; Sections 1–7; Tables 1–8.,Evaluates MelcotCR on curated and public datasets for issue detection and description across multiple review dimensions. It directly informs taxonomy, evaluation dimensions, mitigation, and model-size/performance trade-offs.,,Codex,2026-08-04
ARXIV-0141,CodeFuse-CR-Bench: A Comprehensiveness-aware Benchmark for End-to-End Code Review Evaluation in Python Projects,2509.14856v3,arXiv,papers/candidates/pdfs/ARXIV-0141_2509.14856.pdf,downloaded_valid_pdf,include,core,Core inclusion: direct repository-level benchmark and multidimensional evaluation framework for automated code review.,Abstract; Sections 1–7; Tables 1–9.,Provides 601 instances from 70 Python projects with issue, PR, and repository context, combining rule-based checks and model-based judgments. It directly supports comprehensiveness, context quality, annotation validity, and evaluation design.,,Codex,2026-08-04
ARXIV-0145,How Small Transformation Expose the Weakness of Semantic Similarity Measures,2509.09714v1,arXiv,papers/candidates/pdfs/ARXIV-0145_2509.09714.pdf,downloaded_valid_pdf,include,supporting,Supporting inclusion: methodological evidence on semantic-similarity metric validity for generated feedback evaluation.,Abstract; Sections 1–5.,Studies how small transformations expose weaknesses in semantic-similarity measures. It is not code-review-specific, but informs the limits of BLEU/embedding metrics and the need for behavioral or human evaluation.,,Codex,2026-08-04
ARXIV-0146,Code Review Without Borders: Evaluating Synthetic vs. Real Data for Review Recommendation,2509.04810v1,arXiv,papers/candidates/pdfs/ARXIV-0146_2509.04810.pdf,downloaded_valid_pdf,include,supporting,Supporting inclusion: review-dataset validity and synthetic-to-real generalization evidence.,Abstract; Sections 1–6; Tables 1–6.,Studies LLM-based translation of code changes across languages for review-necessity classification and compares synthetic with real data. It informs dataset validity and context transfer, but does not generate review comments directly.,,Codex,2026-08-04
ARXIV-0147,SWR-Bench: Assessing LLM Performance in Real-World Code Review Comment Generation,2509.01494v2,arXiv,papers/candidates/pdfs/ARXIV-0147_2509.01494.pdf,downloaded_valid_pdf,include,core,Core inclusion: direct real-world benchmark and evaluation method for LLM code-review comment generation.,Abstract; Sections 1–7; Tables 1–9.,Introduces 1,000 manually verified PRs with full project context, structured ground truth, LLM-based evaluation aligned with humans, and multi-review aggregation. It directly informs coverage, evaluator validity, benchmark realism, and mitigation trade-offs.,,Codex,2026-08-04
ARXIV-0148,Does AI Code Review Lead to Code Changes? A Case Study of GitHub Actions,2508.18771v2,arXiv,papers/candidates/pdfs/ARXIV-0148_2508.18771.pdf,downloaded_valid_pdf,include,core,Core inclusion: directly studies adoption and downstream code changes caused by AI review comments.,Abstract; Sections I–VI; Tables 1–8.,Analyzes more than 22,000 comments from 16 AI review actions across 178 repositories and models comment resolution with an LLM-assisted framework. It informs actionability, workflow impact, context factors, and human escalation.,,Codex,2026-08-04
ARXIV-0150,What Developers Ask to ChatGPT in GitHub Pull Requests? an Exploratory Study,2508.17161v1,arXiv,papers/candidates/pdfs/ARXIV-0150_2508.17161.pdf,downloaded_valid_pdf,include,supporting,Supporting inclusion: empirical context on how developers use ChatGPT within pull-request workflows.,Abstract; Sections 1–5.,Manually analyzes 155 ChatGPT share links from 139 merged PRs and derives 14 request types, including code review and explanations. It informs workflow context but does not evaluate generated review comments as the primary artifact.,,Codex,2026-08-04
ARXIV-0152,Uncovering Systematic Failures of LLMs in Verifying Code Against Natural Language Specifications,2508.12358v1,arXiv,papers/candidates/pdfs/ARXIV-0152_2508.12358.pdf,downloaded_valid_pdf,include,core,Core inclusion: direct evidence on systematic reliability failures in LLM-assisted code review judgments.,Abstract; Sections 1–6; Tables 1–6.,Shows that LLMs misclassify code against natural-language specifications and that more elaborate prompting can worsen errors. It informs hallucination, grounding, evaluator validity, and mitigation boundaries.,,Codex,2026-08-04
ARXIV-0153,WIP: Leveraging LLMs for Enforcing Design Principles in Student Code: Analysis of Prompting Strategies and RAG,2508.11717v1,arXiv,papers/candidates/pdfs/ARXIV-0153_2508.11717.pdf,downloaded_valid_pdf,include,supporting,Supporting inclusion: educational code-review feedback and prompting/RAG intervention evidence.,Abstract; Sections 1–4.,Work-in-progress study evaluates LLM feedback on design principles in student code using prompting and RAG. Evidence is preliminary and pedagogical rather than professional review-comment evaluation.,,Codex,2026-08-04
ARXIV-0154,The Impact of Large Language Models (LLMs) on Code Review Process,2508.11034v2,arXiv,papers/candidates/pdfs/ARXIV-0154_2508.11034.pdf,downloaded_valid_pdf,include,supporting,Supporting inclusion: large-scale workflow and productivity evidence for GPT-assisted pull requests.,Abstract; Sections 1–6; Tables 1–7.,Analyzes 25,473 PRs from 9,254 projects using heuristic labeling and statistical models, reporting resolution and review-time associations. It informs workflow and cost interpretation but does not evaluate comment correctness directly.,,Codex,2026-08-04
ARXIV-0157,Hallucinations in Code Change to Natural Language Generation: Prevalence and Evaluation of Detection Metrics,2508.08661v1,arXiv,papers/candidates/pdfs/ARXIV-0157_2508.08661.pdf,downloaded_valid_pdf,include,core,Core inclusion: direct study of hallucinations and detection metrics in automated code-review generation.,Abstract; Sections 1–7; Tables 1–8.,Defines a code-change hallucination annotation workflow and evaluates automatic metrics for commit-message and review generation. It directly informs the problematic-comment taxonomy, grounding, and metric validity.,,Codex,2026-08-04
ARXIV-0159,A Note on Code Quality Score: LLMs for Maintainable Large Codebases,2508.02732v1,arXiv,papers/candidates/pdfs/ARXIV-0159_2508.02732.pdf,downloaded_valid_pdf,include,core,Core inclusion: industrial LLM-based code-quality critique and hallucination-filtering workflow.,Abstract; Sections 1–6; Tables 1–7.,Describes fine-tuned models for detecting code-quality issues and critiquing generated code review, with rule-based filtering and large-scale developer helpfulness feedback. It informs usefulness, mitigation, deployment, and operational trade-offs.,,Codex,2026-08-04
ARXIV-0160,An Empirical Study on the Amount of Changes Required for Merge Request Acceptance,2507.23640v1,arXiv,papers/candidates/pdfs/ARXIV-0160_2507.23640.pdf,downloaded_valid_pdf,include,supporting,Supporting inclusion: empirical evidence on review effort and downstream code changes.,Abstract; Sections I–VI; Tables 1–7.,Analyzes more than 23.6K merge requests and models post-submission change volume as review effort. It informs workload and operational consequences but does not evaluate LLM-generated comments.,,Codex,2026-08-04
ARXIV-0163,Fine-Tuning Multilingual Language Models for Code Review: An Empirical Study on Industrial C# Projects,2507.19271v2,arXiv,papers/candidates/pdfs/ARXIV-0163_2507.19271.pdf,downloaded_valid_pdf,include,core,Core inclusion: direct industrial evaluation of fine-tuned models for review comment generation.,Abstract; Sections 1–7; Tables 1–9.,Evaluates multilingual fine-tuning across quality estimation comment generation and refinement on industrial C# data, comparing static analysis and human reviewers. It informs context usefulness and intervention trade-offs.,,Codex,2026-08-04
ARXIV-0164,Automated Code Review Using Large Language Models at Ericsson: An Experience Report,2507.19115v2,arXiv,papers/candidates/pdfs/ARXIV-0164_2507.19115.pdf,downloaded_valid_pdf,include,core,Core inclusion: industrial LLM-based code-review system and preliminary developer evaluation.,Abstract; Sections I–VI; Tables 1–5.,Describes a lightweight LLM and static-analysis tool for Java changes, showing added context improves review output and reporting developer evaluation. It informs deployment context and human validation.,,Codex,2026-08-04
ARXIV-0165,Automated Code Review Using Large Language Models with Symbolic Reasoning,2507.18476v1,arXiv,papers/candidates/pdfs/ARXIV-0165_2507.18476.pdf,downloaded_valid_pdf,include,core,Core inclusion: direct hybrid symbolic-reasoning intervention for automated code review.,Abstract; Sections I–VI; Tables 1–6.,Combines symbolic reasoning and prompting with LLMs on CodexGlue and reports accuracy and efficiency improvements, informing mitigation and verification.,,Codex,2026-08-04
ARXIV-0168,Code Review as Decision-Making -- Building a Cognitive Model from the Questions Asked During Code Review,2507.09637v1,arXiv,papers/candidates/pdfs/ARXIV-0168_2507.09637.pdf,downloaded_valid_pdf,include,supporting,Supporting inclusion: empirical model of human review cognition and information needs.,Abstract; Sections 1–6.,Think-aloud study of 10 participants and 34 reviews derives orientation and analytical phases and decisions around context comments verification and CI. It informs human escalation and context design.,,Codex,2026-08-04
ARXIV-0169,Measuring how changes in code readability attributes affect code quality evaluation by Large Language Models,2507.05289v2,arXiv,papers/candidates/pdfs/ARXIV-0169_2507.05289.pdf,downloaded_valid_pdf,include,supporting,Supporting inclusion: evaluator-validity evidence on LLM judgments of code quality and readability.,Abstract; Sections 1–6; Tables 1–5.,Quasi-experiment across nine LLMs tests comments identifiers and code smells and reports reference-model disagreement and response variability, informing evaluation reliability.,,Codex,2026-08-04
ARXIV-0171,CRScore++: Reinforcement Learning with Verifiable Tool and AI Feedback for Code Review,2506.00296v1,arXiv,papers/candidates/pdfs/ARXIV-0171_2506.00296.pdf,downloaded_valid_pdf,include,core,Core inclusion: direct mitigation and evaluation framework for code-review comment generation.,Abstract; Sections 1–7; Tables 1–8.,Combines LLM critique with verifiable lint and code-smell signals as RL rewards, informing evaluator validity mitigation and verifiable feedback.,,Codex,2026-08-04
ARXIV-0173,Evaluating Large Language Models for Code Review,2505.20206v1,arXiv,papers/candidates/pdfs/ARXIV-0173_2505.20206.pdf,downloaded_valid_pdf,include,core,Core inclusion: direct comparative evaluation of LLM code-review correctness and improvement suggestions.,Abstract; Sections 1–6; Tables 1–6.,Compares GPT-4o and Gemini on 492 generated and canonical code blocks, evaluating correctness judgments and improvements. It informs correctness repair-oriented usefulness and benchmark design.,,Codex,2026-08-04
ARXIV-0176,Towards Practical Defect-Focused Automated Code Review,2505.17928v2,arXiv,papers/candidates/pdfs/ARXIV-0176_2505.17928.pdf,downloaded_valid_pdf,include,core,Core inclusion: direct industrial defect-focused automated code-review pipeline and mitigation study.,Abstract; Sections 1–7; Tables 1–8.,Evaluates context slicing, multi-role LLMs, false-alarm filtering, and human workflow integration on industrial C++ merge requests. It directly informs defect coverage, false positives, context, and operational trade-offs.,,Codex,2026-08-04
ARXIV-0177,Rethinking Code Review Workflows with LLM Assistance: An Empirical Study,2505.16339v1,arXiv,papers/candidates/pdfs/ARXIV-0177_2505.16339.pdf,downloaded_valid_pdf,include,core,Core inclusion: field study and experiment of LLM-assisted code-review workflows with RAG context.,Abstract; Sections I–VI.,Combines field observation with a real-world experiment comparing upfront and on-demand LLM reviews, reporting preference, context dependence, false-positive concerns, and trust. It informs workflow, context, and human-escalation trade-offs.,,Codex,2026-08-04
ARXIV-0181,CoCo-Bench: A Comprehensive Code Benchmark For Multi-task Large Language Model Evaluation,2504.20673v1,arXiv,papers/candidates/pdfs/ARXIV-0181_2504.20673.pdf,downloaded_valid_pdf,include,supporting,Supporting inclusion: broad benchmark methodology with a code-review dimension and manual quality control.,Abstract; Sections 1–7; Tables 1–7.,Introduces a benchmark spanning code understanding, generation, modification, and review with manually reviewed tasks. It supports benchmark validity and multidimensional evaluation, but is broader than review-comment generation.,,Codex,2026-08-04
ARXIV-0182,Improving Automated Secure Code Reviews: A Synthetic Dataset for Code Vulnerability Flaws,2504.16310v1,arXiv,papers/candidates/pdfs/ARXIV-0182_2504.16310.pdf,downloaded_valid_pdf,exclude,,,Abstract; Sections 1–3.,The manuscript is explicitly work proposing a synthetic dataset and future fine-tuning evaluation; it reports no completed results or usable empirical evidence for the synthesis.,,Codex,2026-08-04
ARXIV-0184,Code Review Comprehension: Reviewing Strategies Seen Through Code Comprehension Theories,2503.21455v1,arXiv,papers/candidates/pdfs/ARXIV-0184_2503.21455.pdf,downloaded_valid_pdf,include,supporting,Supporting inclusion: human-review comprehension strategies and context-acquisition evidence.,Abstract; Sections 1–6.,Studies how reviewers comprehend code and use strategies during review, informing context quality, cognitive load, and human-escalation design. It does not evaluate LLM-generated review comments directly.,,Codex,2026-08-04
ARXIV-0185,Bugdar: AI-Augmented Secure Code Review for GitHub Pull Requests,2503.17302v1,arXiv,papers/candidates/pdfs/ARXIV-0185_2503.17302.pdf,downloaded_valid_pdf,include,core,Core inclusion: direct AI-augmented secure code-review system for pull requests.,Abstract; Sections 1–7; Tables 1–8.,Presents a system combining LLM reasoning, static analysis, and developer feedback to detect security issues in GitHub PRs. It informs security taxonomy, false-positive reduction, grounding, and deployment trade-offs.,,Codex,2026-08-04
ARXIV-0189,Psycholinguistic Analyses in Software Engineering Text: A Systematic Literature Review,2503.05992v2,arXiv,papers/candidates/pdfs/ARXIV-0189_2503.05992.pdf,downloaded_valid_pdf,include,supporting,Supporting methodological evidence on human factors and psycholinguistic analysis of software-engineering communication.,Abstract; Sections 1–6.,Reviews 43 SE studies using LIWC and discusses code-review communication, cognition, and emotion. It informs workflow and reviewer-impact interpretation but not generated-comment evaluation directly.,,Codex,2026-08-04
ARXIV-0190,Measuring Determinism in Large Language Models for Software Code Review,2502.20747v1,arXiv,papers/candidates/pdfs/ARXIV-0190_2502.20747.pdf,downloaded_valid_pdf,include,core,Core inclusion: direct evaluator-reliability study of LLM-generated code-review assessments.,Abstract; Sections 1–5; Tables 1–4.,Repeats identical prompts across four LLMs and 70 Java commits to measure test–retest consistency, finding variability even at temperature zero. It directly informs evaluator validity, reproducibility, and deployment risk.,,Codex,2026-08-04
ARXIV-0191,Accountability in Code Review: The Role of Intrinsic Drivers and the Impact of LLMs,2502.15963v1,arXiv,papers/candidates/pdfs/ARXIV-0191_2502.15963.pdf,downloaded_valid_pdf,include,supporting,Supporting inclusion: qualitative evidence on accountability and human–LLM review interaction.,Abstract; Sections 1–6.,Interviews and focus groups identify accountability drivers and show how LLM-assisted review can disrupt collective accountability. It informs human escalation and workflow validity rather than comment quality directly.,,Codex,2026-08-04
ARXIV-0199,Distilling Desired Comments for Enhanced Code Review with Large Language Models,2412.20340v2,arXiv,papers/candidates/pdfs/ARXIV-0199_2412.20340.pdf,downloaded_valid_pdf,include,core,Core inclusion: direct distillation and filtering method for improving LLM-generated code-review comments.,Abstract; Sections 1–7; Tables 1–8.,Distills desired comments from review data and evaluates generation quality and usefulness, informing comment selection actionability mitigation and evaluation metrics.,,Codex,2026-08-04
ARXIV-0202,Code Review Automation Via Multi-task Federated LLM -- An Empirical Study,2412.15676v1,arXiv,papers/candidates/pdfs/ARXIV-0202_2412.15676.pdf,downloaded_valid_pdf,include,core,Core inclusion: direct multi-task LLM approach for review necessity comment generation and refinement.,Abstract; Sections 1–7; Tables 1–8.,Compares federated multi-task training strategies and reports catastrophic forgetting time computation and performance outcomes, informing intervention and operational trade-offs.,,Codex,2026-08-04
ARXIV-0204,Analyzing Toxicity in Open Source Software Communications Using Psycholinguistics and Moral Foundations Theory,2412.13133v3,arXiv,papers/candidates/pdfs/ARXIV-0204_2412.13133.pdf,downloaded_valid_pdf,include,supporting,Supporting inclusion: taxonomy and detection evidence for toxic code-review communication.,Abstract; Sections 1–6; Tables 1–7.,Analyzes toxicity in issue comments and code reviews using psycholinguistic and moral-foundation features, informing problematic-comment taxonomy and before-display mitigation but not LLM generation.,,Codex,2026-08-04
ARXIV-0207,StackEval: Benchmarking LLMs in Coding Assistance,2412.05288v1,arXiv,papers/candidates/pdfs/ARXIV-0207_2412.05288.pdf,downloaded_valid_pdf,include,supporting,Supporting benchmark and LLM-as-judge validity evidence with a code-review task dimension.,Abstract; Sections 1–7; Tables 1–8.,Provides curated coding-assistance benchmarks including code review and studies LLM judging with human annotations and bias, supporting evaluator validity claims.,,Codex,2026-08-04
ARXIV-0208,Deep Learning-based Code Reviews: A Paradigm Shift or a Double-Edged Sword?,2411.11401v3,arXiv,papers/candidates/pdfs/ARXIV-0208_2411.11401.pdf,downloaded_valid_pdf,include,core,Core inclusion: direct controlled study of LLM-assisted review quality cost and reviewer confidence.,Abstract; Sections 1–7; Tables 1–8.,Controlled experiment with 29 professional developers measures validity time and confidence with and without automated feedback, informing anchoring cost and human escalation.,,Codex,2026-08-04
ARXIV-0213,Understanding Code Understandability Improvements in Code Reviews,2410.21990v2,arXiv,papers/candidates/pdfs/ARXIV-0213_2410.21990.pdf,downloaded_valid_pdf,include,supporting,Supporting evidence on review-comment usefulness and understandability outcomes.,Abstract; Sections 1–7; Tables 1–8.,Analyzes 2,401 review comments and 385 understandability comments, identifying eight categories and high acceptance with low reversion, informing usefulness taxonomy and training-data validity.,,Codex,2026-08-04
ARXIV-0214,Knowledge-Guided Prompt Learning for Request Quality Assurance in Public Code Review,2410.21673v4,arXiv,papers/candidates/pdfs/ARXIV-0214_2410.21673.pdf,downloaded_valid_pdf,include,supporting,Supporting inclusion: LLM-enhanced public-review request quality and necessity prediction.,Abstract; Sections 1–7; Tables 1–8.,Uses prompt learning knowledge guidance and program-dependence information for request necessity and tag recommendation, informing context and triage but not comment generation directly.,,Codex,2026-08-04
ARXIV-0216,Deciphering Refactoring Branch Dynamics in Modern Code Review: An Empirical Study on Qt,2410.04678v2,arXiv,papers/candidates/pdfs/ARXIV-0216_2410.04678.pdf,downloaded_valid_pdf,include,supporting,Supporting inclusion: empirical taxonomy and context evidence for human review of refactoring changes.,Abstract; Sections 1–6; Tables 1–7.,Analyzes 2,154 reviews and derives 12 refactoring-review criteria, informing taxonomy context and review effort but not LLM comments directly.,,Codex,2026-08-04
