candidate_id,proposed_doi,status,decision
POOL-1164,10.1016/j.asej.2025.103472,high_confidence_suggestion,duplicate_doi
POOL-1165,10.1016/j.heliyon.2023.e17488,manual_review,not_high_confidence
POOL-1166,10.1016/j.compedu.2025.105422,high_confidence_suggestion,duplicate_doi
POOL-1167,10.1016/j.engappai.2024.108378,high_confidence_suggestion,duplicate_doi
POOL-1168,10.1016/j.respol.2026.105500,high_confidence_suggestion,duplicate_doi
POOL-1169,10.1016/j.infsof.2025.107804,high_confidence_suggestion,duplicate_doi
POOL-1170,10.48550/arxiv.2304.11120,manual_review,not_high_confidence
POOL-1171,10.1016/j.jss.2023.111934,manual_review,not_high_confidence
POOL-1172,10.1016/j.jnca.2024.103989,high_confidence_suggestion,duplicate_doi
POOL-1173,10.1016/j.jclepro.2016.11.009,manual_review,not_high_confidence
POOL-1174,10.1016/j.dim.2024.100066,high_confidence_suggestion,duplicate_doi
POOL-1175,10.1016/j.eswa.2026.132092,high_confidence_suggestion,duplicate_doi
POOL-1176,10.1016/j.giq.2019.06.002,manual_review,not_high_confidence
POOL-1177,10.1016/bs.adcom.2025.06.014,manual_review,not_high_confidence
POOL-1178,10.1007/s10462-022-10246-w,manual_review,not_high_confidence
POOL-1179,10.1016/j.jss.2024.112202,manual_review,not_high_confidence
POOL-1180,10.1016/j.future.2024.107500,manual_review,not_high_confidence
POOL-1181,10.1109/access.2020.2988510,manual_review,not_high_confidence
POOL-1182,10.1016/j.jss.2025.112339,high_confidence_suggestion,duplicate_doi
POOL-1183,10.2139/ssrn.4593775,manual_review,not_high_confidence
POOL-1184,10.2139/ssrn.5249603,manual_review,not_high_confidence
POOL-1185,10.1016/j.jss.2026.112846,high_confidence_suggestion,duplicate_doi
POOL-1186,10.1016/j.autcon.2025.106174,high_confidence_suggestion,duplicate_doi
POOL-1187,10.1016/j.clsr.2025.106117,high_confidence_suggestion,duplicate_doi
POOL-1336,10.1109/comst.2023.3239220,manual_review,not_high_confidence
POOL-1337,,manual_review,not_high_confidence
POOL-1338,,manual_review,not_high_confidence
POOL-1339,10.48550/arxiv.2402.06196,manual_review,not_high_confidence
POOL-1340,10.1007/978-3-032-27993-4_1,manual_review,not_high_confidence
POOL-1341,10.62712/juktisi.v5i1.1070,manual_review,not_high_confidence
POOL-1342,10.64137/31079911/ijmst-v2i2p103,high_confidence_suggestion,duplicate_doi
POOL-1343,10.1111/1748-8583.12524,manual_review,not_high_confidence
POOL-1344,10.1016/j.caeai.2021.100041,manual_review,not_high_confidence
POOL-1346,10.1109/access.2019.2924045,manual_review,not_high_confidence
POOL-1347,10.2139/ssrn.6642016,manual_review,not_high_confidence
POOL-1348,,manual_review,not_high_confidence
POOL-1349,10.2196/68486,manual_review,not_high_confidence
POOL-1350,10.1371/journal.pcbi.1006650,manual_review,not_high_confidence
POOL-1351,,manual_review,not_high_confidence
POOL-1352,10.3389/fpls.2016.01419,manual_review,not_high_confidence
POOL-1353,10.36227/techrxiv.174495492.22752319/v1,manual_review,not_high_confidence
POOL-1354,10.1145/3770084,manual_review,not_high_confidence
POOL-1355,10.48550/arxiv.2107.03374,manual_review,not_high_confidence
POOL-1356,,manual_review,not_high_confidence
POOL-1357,10.1145/1072997.1073000,manual_review,not_high_confidence
POOL-1358,10.1007/s11704-026-60308-3,manual_review,not_high_confidence
