candidate_id,arxiv_id,title,source,pdf_url,target_path,acquisition_status,full_text_decision,full_text_reason
ARXIV-0207,2412.05288v1,StackEval: Benchmarking LLMs in Coding Assistance,arXiv,https://arxiv.org/pdf/2412.05288v1,papers/candidates/pdfs/ARXIV-0207_2412.05288.pdf,downloaded,pending,Local PDF exists; acquisition synchronized from filesystem.
ARXIV-0208,2411.11401v3,Deep Learning-based Code Reviews: A Paradigm Shift or a Double-Edged Sword?,arXiv,https://arxiv.org/pdf/2411.11401v3,papers/candidates/pdfs/ARXIV-0208_2411.11401.pdf,downloaded,pending,Local PDF exists; acquisition synchronized from filesystem.
ARXIV-0213,2410.21990v2,Understanding Code Understandability Improvements in Code Reviews,arXiv,https://arxiv.org/pdf/2410.21990v2,papers/candidates/pdfs/ARXIV-0213_2410.21990.pdf,downloaded,pending,Local PDF exists; acquisition synchronized from filesystem.
ARXIV-0214,2410.21673v4,Knowledge-Guided Prompt Learning for Request Quality Assurance in Public Code Review,arXiv,https://arxiv.org/pdf/2410.21673v4,papers/candidates/pdfs/ARXIV-0214_2410.21673.pdf,downloaded,pending,Local PDF exists; acquisition synchronized from filesystem.
ARXIV-0216,2410.04678v2,Deciphering Refactoring Branch Dynamics in Modern Code Review: An Empirical Study on Qt,arXiv,https://arxiv.org/pdf/2410.04678v2,papers/candidates/pdfs/ARXIV-0216_2410.04678.pdf,downloaded,pending,Local PDF exists; acquisition synchronized from filesystem.
ARXIV-0217,2409.19801v2,CRScore: Grounding Automated Evaluation of Code Review Comments in Code Claims and Smells,arXiv,https://arxiv.org/pdf/2409.19801v2,papers/candidates/pdfs/ARXIV-0217_2409.19801.pdf,downloaded,pending,Local PDF exists; acquisition synchronized from filesystem.
ARXIV-0219,2408.08141v1,Visual Integration of Static and Dynamic Software Analysis in Code Reviews via Software City Visualization,arXiv,https://arxiv.org/pdf/2408.08141v1,papers/candidates/pdfs/ARXIV-0219_2408.08141.pdf,downloaded,pending,Local PDF exists; acquisition synchronized from filesystem.
ARXIV-0224,2407.02824v1,Exploring the Capabilities of LLMs for Code Change Related Tasks,arXiv,https://arxiv.org/pdf/2407.02824v1,papers/candidates/pdfs/ARXIV-0224_2407.02824.pdf,downloaded,pending,Local PDF exists; acquisition synchronized from filesystem.
ARXIV-0226,2407.04722v1,A GPT-based Code Review System for Programming Language Learning,arXiv,https://arxiv.org/pdf/2407.04722v1,papers/candidates/pdfs/ARXIV-0226_2407.04722.pdf,downloaded,pending,Local PDF exists; acquisition synchronized from filesystem.
ARXIV-0230,2405.13565v1,AI-Assisted Assessment of Coding Practices in Modern Code Review,arXiv,https://arxiv.org/pdf/2405.13565v1,papers/candidates/pdfs/ARXIV-0230_2405.13565.pdf,downloaded,pending,Local PDF exists; acquisition synchronized from filesystem.
ARXIV-0231,2404.18496v2,AI-powered Code Review with LLMs: Early Results,arXiv,https://arxiv.org/pdf/2404.18496v2,papers/candidates/pdfs/ARXIV-0231_2404.18496.pdf,downloaded,pending,Local PDF exists; acquisition synchronized from filesystem.
ARXIV-0232,2404.10703v2,An Empirical Study on Code Review Activity Prediction and Its Impact in Practice,arXiv,https://arxiv.org/pdf/2404.10703v2,papers/candidates/pdfs/ARXIV-0232_2404.10703.pdf,downloaded,pending,Local PDF exists; acquisition synchronized from filesystem.
ARXIV-0233,2406.04346v1,Automating Patch Set Generation from Code Review Comments Using Large Language Models,arXiv,https://arxiv.org/pdf/2406.04346v1,papers/candidates/pdfs/ARXIV-0233_2406.04346.pdf,downloaded,pending,Local PDF exists; acquisition synchronized from filesystem.
ARXIV-0241,2402.03777v1,Improving Automated Code Reviews: Learning from Experience,arXiv,https://arxiv.org/pdf/2402.03777v1,papers/candidates/pdfs/ARXIV-0241_2402.03777.pdf,downloaded,pending,Local PDF exists; acquisition synchronized from filesystem.
ARXIV-0242,2402.02172v5,CodeAgent: Autonomous Communicative Agents for Code Review,arXiv,https://arxiv.org/pdf/2402.02172v5,papers/candidates/pdfs/ARXIV-0242_2402.02172.pdf,downloaded,pending,Local PDF exists; acquisition synchronized from filesystem.
ARXIV-0244,2402.00905v4,Fine-Tuning and Prompt Engineering for Large Language Models-based Code Review Automation,arXiv,https://arxiv.org/pdf/2402.00905v4,papers/candidates/pdfs/ARXIV-0244_2402.00905.pdf,downloaded,pending,Local PDF exists; acquisition synchronized from filesystem.
ARXIV-0246,2401.16310v6,"An Insight into Security Code Review with LLMs: Capabilities, Obstacles, and Influential Factors",arXiv,https://arxiv.org/pdf/2401.16310v6,papers/candidates/pdfs/ARXIV-0246_2401.16310.pdf,downloaded,pending,Local PDF exists; acquisition synchronized from filesystem.
ARXIV-0248,2312.17485v1,The Right Prompts for the Job: Repair Code-Review Defects with Large Language Model,arXiv,https://arxiv.org/pdf/2312.17485v1,papers/candidates/pdfs/ARXIV-0248_2312.17485.pdf,downloaded,pending,Local PDF exists; acquisition synchronized from filesystem.
ARXIV-0250,2312.06244v1,Team-related Features in Code Review Prediction Models,arXiv,https://arxiv.org/pdf/2312.06244v1,papers/candidates/pdfs/ARXIV-0250_2312.06244.pdf,downloaded,pending,Local PDF exists; acquisition synchronized from filesystem.
ARXIV-0259,2307.07111v1,More Than React: Investigating The Role of Emoji Reaction in GitHub Pull Requests,arXiv,https://arxiv.org/pdf/2307.07111v1,papers/candidates/pdfs/ARXIV-0259_2307.07111.pdf,downloaded,pending,Local PDF exists; acquisition synchronized from filesystem.
ARXIV-0260,2307.03852v1,Towards Automated Classification of Code Review Feedback to Support Analytics,arXiv,https://arxiv.org/pdf/2307.03852v1,papers/candidates/pdfs/ARXIV-0260_2307.03852.pdf,downloaded,pending,Local PDF exists; acquisition synchronized from filesystem.
ARXIV-0261,2307.02326v1,Security Defect Detection via Code Review: A Study of the OpenStack and Qt Communities,arXiv,https://arxiv.org/pdf/2307.02326v1,papers/candidates/pdfs/ARXIV-0261_2307.02326.pdf,downloaded,pending,Local PDF exists; acquisition synchronized from filesystem.
ARXIV-0265,2305.05770v1,"How is the speed of code review affected by activity, usage and code quality?",arXiv,https://arxiv.org/pdf/2305.05770v1,papers/candidates/pdfs/ARXIV-0265_2305.05770.pdf,downloaded,pending,Local PDF exists; acquisition synchronized from filesystem.
ARXIV-0266,2305.05654v1,Using Knowledge Units of Programming Languages to Recommend Reviewers for Pull Requests: An Empirical Study,arXiv,https://arxiv.org/pdf/2305.05654v1,papers/candidates/pdfs/ARXIV-0266_2305.05654.pdf,downloaded,pending,Local PDF exists; acquisition synchronized from filesystem.
ARXIV-0269,2303.07722v2,Early Career Developers' Perceptions of Code Understandability. A Study of Complexity Metrics,arXiv,https://arxiv.org/pdf/2303.07722v2,papers/candidates/pdfs/ARXIV-0269_2303.07722.pdf,downloaded,pending,Local PDF exists; acquisition synchronized from filesystem.
ARXIV-0270,2302.11686v2,What Makes a Code Review Useful to OpenDev Developers? An Empirical Investigation,arXiv,https://arxiv.org/pdf/2302.11686v2,papers/candidates/pdfs/ARXIV-0270_2302.11686.pdf,downloaded,pending,Local PDF exists; acquisition synchronized from filesystem.
ARXIV-0271,2211.15007v1,An Exploration of Cross-Patch Collaborations via Patch Linkage in OpenStack,arXiv,https://arxiv.org/pdf/2211.15007v1,papers/candidates/pdfs/ARXIV-0271_2211.15007.pdf,downloaded,pending,Local PDF exists; acquisition synchronized from filesystem.
ARXIV-0272,2210.00139v2,Code Reviews in Open Source Projects : How Do Gender Biases Affect Participation and Outcomes?,arXiv,https://arxiv.org/pdf/2210.00139v2,papers/candidates/pdfs/ARXIV-0272_2210.00139.pdf,downloaded,pending,Local PDF exists; acquisition synchronized from filesystem.
ARXIV-0276,2207.11627v1,Example Driven Code Review Explanation,arXiv,https://arxiv.org/pdf/2207.11627v1,papers/candidates/pdfs/ARXIV-0276_2207.11627.pdf,downloaded,pending,Local PDF exists; acquisition synchronized from filesystem.
ARXIV-0277,2206.14764v2,Potential Technical Debt and Its Resolution in Code Reviews: An Exploratory Study of the OpenStack and Qt Communities,arXiv,https://arxiv.org/pdf/2206.14764v2,papers/candidates/pdfs/ARXIV-0277_2206.14764.pdf,downloaded,pending,Local PDF exists; acquisition synchronized from filesystem.
ARXIV-0278,2205.07535v1,Code Smells Detection via Modern Code Review: A Study of the OpenStack and Qt Communities,arXiv,https://arxiv.org/pdf/2205.07535v1,papers/candidates/pdfs/ARXIV-0278_2205.07535.pdf,downloaded,pending,Local PDF exists; acquisition synchronized from filesystem.
ARXIV-0279,2203.05045v1,Do Small Code Changes Merge Faster? A Multi-Language Empirical Investigation,arXiv,https://arxiv.org/pdf/2203.05045v1,papers/candidates/pdfs/ARXIV-0279_2203.05045.pdf,downloaded,pending,Local PDF exists; acquisition synchronized from filesystem.
ARXIV-0281,2201.05425v1,Interpersonal Conflicts During Code Review,arXiv,https://arxiv.org/pdf/2201.05425v1,papers/candidates/pdfs/ARXIV-0281_2201.05425.pdf,downloaded,pending,Local PDF exists; acquisition synchronized from filesystem.
ARXIV-0282,2110.07291v6,Only Time Will Tell: Modelling Information Diffusion in Code Review with Time-Varying Hypergraphs,arXiv,https://arxiv.org/pdf/2110.07291v6,papers/candidates/pdfs/ARXIV-0282_2110.07291.pdf,downloaded,pending,Local PDF exists; acquisition synchronized from filesystem.
ARXIV-0283,2110.00782v1,Recommending Code Understandability Improvements based on Code Reviews,arXiv,https://arxiv.org/pdf/2110.00782v1,papers/candidates/pdfs/ARXIV-0283_2110.00782.pdf,downloaded,pending,Local PDF exists; acquisition synchronized from filesystem.
ARXIV-0284,2109.15141v1,Predicting Code Review Completion Time in Modern Code Review,arXiv,https://arxiv.org/pdf/2109.15141v1,papers/candidates/pdfs/ARXIV-0284_2109.15141.pdf,downloaded,pending,Local PDF exists; acquisition synchronized from filesystem.
ARXIV-0286,2108.09905v1,"The ""Shut the f**k up"" Phenomenon: Characterizing Incivility in Open Source Code Review Discussions",arXiv,https://arxiv.org/pdf/2108.09905v1,papers/candidates/pdfs/ARXIV-0286_2108.09905.pdf,downloaded,pending,Local PDF exists; acquisition synchronized from filesystem.
ARXIV-0287,2106.02306v1,Automatic Patch Linkage Detection in Code Review Using TextualContent and File Location Features,arXiv,https://arxiv.org/pdf/2106.02306v1,papers/candidates/pdfs/ARXIV-0287_2106.02306.pdf,downloaded,pending,Local PDF exists; acquisition synchronized from filesystem.
ARXIV-0289,2103.11446v1,Understanding Code Smell Detection via Code Review: A Study of the OpenStack Community,arXiv,https://arxiv.org/pdf/2103.11446v1,papers/candidates/pdfs/ARXIV-0289_2103.11446.pdf,downloaded,pending,Local PDF exists; acquisition synchronized from filesystem.
ARXIV-0290,2103.06042v1,Identifying bot activity in GitHub pull request and issue comments,arXiv,https://arxiv.org/pdf/2103.06042v1,papers/candidates/pdfs/ARXIV-0290_2103.06042.pdf,downloaded,pending,Local PDF exists; acquisition synchronized from filesystem.
ARXIV-0293,2102.05201v1,Refactoring Practices in the Context of Modern Code Review: An Industrial Case Study at Xerox,arXiv,https://arxiv.org/pdf/2102.05201v1,papers/candidates/pdfs/ARXIV-0293_2102.05201.pdf,downloaded,pending,Local PDF exists; acquisition synchronized from filesystem.
